State,City,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3
Nebraska,Omaha,2024-08-15,61,18.68,27.82,10.98,5.68,0.73,16.74
Nebraska,Omaha,2024-09-15,56,15.68,25.72,10.68,5.28,0.7,16.24
Nebraska,Omaha,2024-10-15,54,15.92,24.88,10.92,5.12,0.65,12.96
Nebraska,Omaha,2024-11-15,52,16.16,24.04,11.16,4.96,0.65,13.18
Nebraska,Omaha,2024-12-15,50,14.0,23.2,9.0,4.8,0.6,13.4
Nevada,Las Vegas,2024-01-15,82,23.76,37.74,15.36,6.56,1.01,20.38
Nevada,Las Vegas,2024-02-15,80,24.0,36.9,15.6,6.4,0.96,20.6
Nevada,Las Vegas,2024-03-15,84,23.52,38.58,16.92,6.72,1.04,22.26
Nevada,Las Vegas,2024-04-15,86,24.88,39.42,15.48,6.88,1.03,23.44
Nevada,Las Vegas,2024-05-15,88,26.24,40.26,16.44,7.04,1.09,21.12
Nevada,Las Vegas,2024-06-15,91,25.48,41.52,17.58,7.28,1.09,22.54
Nevada,Las Vegas,2024-07-15,93,26.84,42.36,18.54,7.44,1.15,23.72
Nevada,Las Vegas,2024-08-15,90,26.8,41.1,16.2,7.2,1.08,23.7
Nevada,Las Vegas,2024-09-15,85,23.8,39.0,15.9,6.8,1.05,23.2
Nevada,Las Vegas,2024-10-15,83,24.04,38.16,16.14,6.64,1.0,19.92
Nevada,Las Vegas,2024-11-15,81,24.28,37.32,16.38,6.48,1.0,20.14
Nevada,Las Vegas,2024-12-15,79,22.12,36.48,14.22,6.32,0.95,20.36
New Hampshire,Manchester,2024-01-15,40,12.0,16.8,7.8,3.6,0.51,10.3
New Hampshire,Manchester,2024-02-15,38,12.24,15.96,8.04,3.44,0.46,10.52
New Hampshire,Manchester,2024-03-15,42,11.76,17.64,9.36,3.76,0.53,12.18
New Hampshire,Manchester,2024-04-15,44,13.12,18.48,7.92,3.92,0.53,13.36
New Hampshire,Manchester,2024-05-15,46,14.48,19.32,8.88,4.08,0.58,11.04
New Hampshire,Manchester,2024-06-15,49,13.72,20.58,10.02,4.32,0.59,12.46
New Hampshire,Manchester,2024-07-15,51,15.08,21.42,10.98,4.48,0.64,13.64
New Hampshire,Manchester,2024-08-15,48,15.04,20.16,8.64,4.24,0.58,13.62
New Hampshire,Manchester,2024-09-15,43,12.04,18.06,8.34,3.84,0.55,13.12
New Hampshire,Manchester,2024-10-15,41,12.28,17.22,8.58,3.68,0.49,9.84
New Hampshire,Manchester,2024-11-15,39,12.52,16.38,8.82,3.52,0.5,10.06
New Hampshire,Manchester,2024-12-15,37,10.36,15.54,6.66,3.36,0.44,10.28
New Jersey,Newark,2024-01-15,73,21.24,31.76,13.74,6.64,0.91,18.22
New Jersey,Newark,2024-02-15,71,21.48,30.92,13.98,6.48,0.85,18.44
New Jersey,Newark,2024-03-15,75,21.0,32.6,15.3,6.8,0.93,20.1
New Jersey,Newark,2024-04-15,77,22.36,33.44,13.86,6.96,0.92,21.28
New Jersey,Newark,2024-05-15,79,23.72,34.28,14.82,7.12,0.98,18.96
New Jersey,Newark,2024-06-15,82,22.96,35.54,15.96,7.36,0.98,20.38
New Jersey,Newark,2024-07-15,84,24.32,36.38,16.92,7.52,1.04,21.56
New Jersey,Newark,2024-08-15,81,24.28,35.12,14.58,7.28,0.97,21.54
New Jersey,Newark,2024-09-15,76,21.28,33.02,14.28,6.88,0.94,21.04
New Jersey,Newark,2024-10-15,74,21.52,32.18,14.52,6.72,0.89,17.76
New Jersey,Newark,2024-11-15,72,21.76,31.34,14.76,6.56,0.89,17.98
New Jersey,Newark,2024-12-15,70,19.6,30.5,12.6,6.4,0.84,18.2
New Mexico,Albuquerque,2024-01-15,56,16.48,25.72,10.68,4.48,0.7,14.14
New Mexico,Albuquerque,2024-02-15,54,16.72,24.88,10.92,4.32,0.65,14.36
New Mexico,Albuquerque,2024-03-15,58,16.24,26.56,12.24,4.64,0.73,16.02
New Mexico,Albuquerque,2024-04-15,60,17.6,27.4,10.8,4.8,0.72,17.2
New Mexico,Albuquerque,2024-05-15,62,18.96,28.24,11.76,4.96,0.77,14.88
New Mexico,Albuquerque,2024-06-15,65,18.2,29.5,12.9,5.2,0.78,16.3
New Mexico,Albuquerque,2024-07-15,67,19.56,30.34,13.86,5.36,0.83,17.48
New Mexico,Albuquerque,2024-08-15,64,19.52,29.08,11.52,5.12,0.77,17.46
New Mexico,Albuquerque,2024-09-15,59,16.52,26.98,11.22,4.72,0.74,16.96
New Mexico,Albuquerque,2024-10-15,57,16.76,26.14,11.46,4.56,0.68,13.68
New Mexico,Albuquerque,2024-11-15,55,17.0,25.3,11.7,4.4,0.69,13.9
New Mexico,Albuquerque,2024-12-15,53,14.84,24.46,9.54,4.24,0.64,14.12
New York,New York City,2024-01-15,65,19.0,30.6,12.3,5.6,0.81,16.3
New York,New York City,2024-02-15,63,19.24,29.76,12.54,5.44,0.76,16.52
New York,New York City,2024-03-15,67,18.76,31.44,13.86,5.76,0.83,18.18
New York,New York City,2024-04-15,69,20.12,32.28,12.42,5.92,0.83,19.36
New York,New York City,2024-05-15,71,21.48,33.12,13.38,6.08,0.88,17.04
New York,New York City,2024-06-15,74,20.72,34.38,14.52,6.32,0.89,18.46
New York,New York City,2024-07-15,76,22.08,35.22,15.48,6.48,0.94,19.64
New York,New York City,2024-08-15,73,22.04,33.96,13.14,6.24,0.88,19.62
New York,New York City,2024-09-15,68,19.04,31.86,12.84,5.84,0.85,19.12
New York,New York City,2024-10-15,66,19.28,31.02,13.08,5.68,0.79,15.84
New York,New York City,2024-11-15,64,19.52,30.18,13.32,5.52,0.8,16.06
New York,New York City,2024-12-15,62,17.36,29.34,11.16,5.36,0.74,16.28
North Carolina,Charlotte,2024-01-15,68,19.84,28.56,12.84,6.24,0.85,17.02
North Carolina,Charlotte,2024-02-15,66,20.08,27.72,13.08,6.08,0.79,17.24
North Carolina,Charlotte,2024-03-15,70,19.6,29.4,14.4,6.4,0.87,18.9
North Carolina,Charlotte,2024-04-15,72,20.96,30.24,12.96,6.56,0.86,20.08
North Carolina,Charlotte,2024-05-15,74,22.32,31.08,13.92,6.72,0.92,17.76
North Carolina,Charlotte,2024-06-15,77,21.56,32.34,15.06,6.96,0.92,19.18
North Carolina,Charlotte,2024-07-15,79,22.92,33.18,16.02,7.12,0.98,20.36
North Carolina,Charlotte,2024-08-15,76,22.88,31.92,13.68,6.88,0.91,20.34
North Carolina,Charlotte,2024-09-15,71,19.88,29.82,13.38,6.48,0.88,19.84
North Carolina,Charlotte,2024-10-15,69,20.12,28.98,13.62,6.32,0.83,16.56
North Carolina,Charlotte,2024-11-15,67,20.36,28.14,13.86,6.16,0.83,16.78
North Carolina,Charlotte,2024-12-15,65,18.2,27.3,11.7,6.0,0.78,17.0
North Dakota,Fargo,2024-01-15,42,12.56,18.74,8.16,3.36,0.53,10.78
North Dakota,Fargo,2024-02-15,40,12.8,17.9,8.4,3.2,0.48,11.0
North Dakota,Fargo,2024-03-15,44,12.32,19.58,9.72,3.52,0.56,12.66
North Dakota,Fargo,2024-04-15,46,13.68,20.42,8.28,3.68,0.55,13.84
North Dakota,Fargo,2024-05-15,48,15.04,21.26,9.24,3.84,0.61,11.52
North Dakota,Fargo,2024-06-15,51,14.28,22.52,10.38,4.08,0.61,12.94
North Dakota,Fargo,2024-07-15,53,15.64,23.36,11.34,4.24,0.67,14.12
North Dakota,Fargo,2024-08-15,50,15.6,22.1,9.0,4.0,0.6,14.1
North Dakota,Fargo,2024-09-15,45,12.6,20.0,8.7,3.6,0.57,13.6
North Dakota,Fargo,2024-10-15,43,12.84,19.16,8.94,3.44,0.52,10.32
North Dakota,Fargo,2024-11-15,41,13.08,18.32,9.18,3.28,0.52,10.54
North Dakota,Fargo,2024-12-15,39,10.92,17.48,7.02,3.12,0.47,10.76
Ohio,Columbus,2024-01-15,76,22.08,34.12,14.28,6.48,0.94,18.94
Ohio,Columbus,2024-02-15,74,22.32,33.28,14.52,6.32,0.89,19.16
Ohio,Columbus,2024-03-15,78,21.84,34.96,15.84,6.64,0.97,20.82
Ohio,Columbus,2024-04-15,80,23.2,35.8,14.4,6.8,0.96,22.0
Ohio,Columbus,2024-05-15,82,24.56,36.64,15.36,6.96,1.01,19.68
Ohio,Columbus,2024-06-15,85,23.8,37.9,16.5,7.2,1.02,21.1
Ohio,Columbus,2024-07-15,87,25.16,38.74,17.46,7.36,1.07,22.28
Ohio,Columbus,2024-08-15,84,25.12,37.48,15.12,7.12,1.01,22.26
Ohio,Columbus,2024-09-15,79,22.12,35.38,14.82,6.72,0.98,21.76
Ohio,Columbus,2024-10-15,77,22.36,34.54,15.06,6.56,0.92,18.48
Ohio,Columbus,2024-11-15,75,22.6,33.7,15.3,6.4,0.93,18.7
Ohio,Columbus,2024-12-15,73,20.44,32.86,13.14,6.24,0.88,18.92
Oklahoma,Oklahoma City,2024-01-15,77,22.36,35.64,14.46,6.96,0.95,19.18
Oklahoma,Oklahoma City,2024-02-15,75,22.6,34.8,14.7,6.8,0.9,19.4
Oklahoma,Oklahoma City,2024-03-15,79,22.12,36.48,16.02,7.12,0.98,21.06
Oklahoma,Oklahoma City,2024-04-15,81,23.48,37.32,14.58,7.28,0.97,22.24
Oklahoma,Oklahoma City,2024-05-15,83,24.84,38.16,15.54,7.44,1.03,19.92
Oklahoma,Oklahoma City,2024-06-15,86,24.08,39.42,16.68,7.68,1.03,21.34
Oklahoma,Oklahoma City,2024-07-15,88,25.44,40.26,17.64,7.84,1.09,22.52
Oklahoma,Oklahoma City,2024-08-15,85,25.4,39.0,15.3,7.6,1.02,22.5
Oklahoma,Oklahoma City,2024-09-15,80,22.4,36.9,15.0,7.2,0.99,22.0
Oklahoma,Oklahoma City,2024-10-15,78,22.64,36.06,15.24,7.04,0.94,18.72
Oklahoma,Oklahoma City,2024-11-15,76,22.88,35.22,15.48,6.88,0.94,18.94
Oklahoma,Oklahoma City,2024-12-15,74,20.72,34.38,13.32,6.72,0.89,19.16
Oregon,Portland,2024-01-15,44,13.12,18.48,8.52,3.52,0.56,11.26
Oregon,Portland,2024-02-15,42,13.36,17.64,8.76,3.36,0.5,11.48
Oregon,Portland,2024-03-15,46,12.88,19.32,10.08,3.68,0.58,13.14
Oregon,Portland,2024-04-15,48,14.24,20.16,8.64,3.84,0.58,14.32
Oregon,Portland,2024-05-15,50,15.6,21.0,9.6,4.0,0.63,12.0
Oregon,Portland,2024-06-15,53,14.84,22.26,10.74,4.24,0.64,13.42
Oregon,Portland,2024-07-15,55,16.2,23.1,11.7,4.4,0.69,14.6
Oregon,Portland,2024-08-15,52,16.16,21.84,9.36,4.16,0.62,14.58
Oregon,Portland,2024-09-15,47,13.16,19.74,9.06,3.76,0.59,14.08
Oregon,Portland,2024-10-15,45,13.4,18.9,9.3,3.6,0.54,10.8
Oregon,Portland,2024-11-15,43,13.64,18.06,9.54,3.44,0.55,11.02
Oregon,Portland,2024-12-15,41,11.48,17.22,7.38,3.28,0.49,11.24
Pennsylvania,Philadelphia,2024-01-15,72,20.96,31.34,13.56,6.16,0.89,17.98
Pennsylvania,Philadelphia,2024-02-15,70,21.2,30.5,13.8,6.0,0.84,18.2
Pennsylvania,Philadelphia,2024-03-15,74,20.72,32.18,15.12,6.32,0.92,19.86
Pennsylvania,Philadelphia,2024-04-15,76,22.08,33.02,13.68,6.48,0.91,21.04
Pennsylvania,Philadelphia,2024-05-15,78,23.44,33.86,14.64,6.64,0.97,18.72
Pennsylvania,Philadelphia,2024-06-15,81,22.68,35.12,15.78,6.88,0.97,20.14
Pennsylvania,Philadelphia,2024-07-15,83,24.04,35.96,16.74,7.04,1.03,21.32
Pennsylvania,Philadelphia,2024-08-15,80,24.0,34.7,14.4,6.8,0.96,21.3
Pennsylvania,Philadelphia,2024-09-15,75,21.0,32.6,14.1,6.4,0.93,20.8
Pennsylvania,Philadelphia,2024-10-15,73,21.24,31.76,14.34,6.24,0.88,17.52
Pennsylvania,Philadelphia,2024-11-15,71,21.48,30.92,14.58,6.08,0.88,17.74
Pennsylvania,Philadelphia,2024-12-15,69,19.32,30.08,12.42,5.92,0.83,17.96
Rhode Island,Providence,2024-01-15,49,14.52,22.78,9.42,4.72,0.62,12.46
Rhode Island,Providence,2024-02-15,47,14.76,21.94,9.66,4.56,0.56,12.68
Rhode Island,Providence,2024-03-15,51,14.28,23.62,10.98,4.88,0.64,14.34
Rhode Island,Providence,2024-04-15,53,15.64,24.46,9.54,5.04,0.64,15.52
Rhode Island,Providence,2024-05-15,55,17.0,25.3,10.5,5.2,0.69,13.2
Rhode Island,Providence,2024-06-15,58,16.24,26.56,11.64,5.44,0.7,14.62
Rhode Island,Providence,2024-07-15,60,17.6,27.4,12.6,5.6,0.75,15.8
Rhode Island,Providence,2024-08-15,57,17.56,26.14,10.26,5.36,0.68,15.78
Rhode Island,Providence,2024-09-15,52,14.56,24.04,9.96,4.96,0.65,15.28
Rhode Island,Providence,2024-10-15,50,14.8,23.2,10.2,4.8,0.6,12.0
Rhode Island,Providence,2024-11-15,48,15.04,22.36,10.44,4.64,0.61,12.22
Rhode Island,Providence,2024-12-15,46,12.88,21.52,8.28,4.48,0.55,12.44
South Carolina,Charleston,2024-01-15,66,19.28,31.02,12.48,5.28,0.82,16.54
South Carolina,Charleston,2024-02-15,64,19.52,30.18,12.72,5.12,0.77,16.76
South Carolina,Charleston,2024-03-15,68,19.04,31.86,14.04,5.44,0.85,18.42
South Carolina,Charleston,2024-04-15,70,20.4,32.7,12.6,5.6,0.84,19.6
South Carolina,Charleston,2024-05-15,72,21.76,33.54,13.56,5.76,0.89,17.28
South Carolina,Charleston,2024-06-15,75,21.0,34.8,14.7,6.0,0.9,18.7
South Carolina,Charleston,2024-07-15,77,22.36,35.64,15.66,6.16,0.95,19.88
South Carolina,Charleston,2024-08-15,74,22.32,34.38,13.32,5.92,0.89,19.86
South Carolina,Charleston,2024-09-15,69,19.32,32.28,13.02,5.52,0.86,19.36
South Carolina,Charleston,2024-10-15,67,19.56,31.44,13.26,5.36,0.8,16.08
South Carolina,Charleston,2024-11-15,65,19.8,30.6,13.5,5.2,0.81,16.3
South Carolina,Charleston,2024-12-15,63,17.64,29.76,11.34,5.04,0.76,16.52
South Dakota,Sioux Falls,2024-01-15,40,12.0,16.8,7.8,3.6,0.51,10.3
South Dakota,Sioux Falls,2024-02-15,38,12.24,15.96,8.04,3.44,0.46,10.52
South Dakota,Sioux Falls,2024-03-15,42,11.76,17.64,9.36,3.76,0.53,12.18
South Dakota,Sioux Falls,2024-04-15,44,13.12,18.48,7.92,3.92,0.53,13.36
South Dakota,Sioux Falls,2024-05-15,46,14.48,19.32,8.88,4.08,0.58,11.04
South Dakota,Sioux Falls,2024-06-15,49,13.72,20.58,10.02,4.32,0.59,12.46
South Dakota,Sioux Falls,2024-07-15,51,15.08,21.42,10.98,4.48,0.64,13.64
South Dakota,Sioux Falls,2024-08-15,48,15.04,20.16,8.64,4.24,0.58,13.62
South Dakota,Sioux Falls,2024-09-15,43,12.04,18.06,8.34,3.84,0.55,13.12
South Dakota,Sioux Falls,2024-10-15,41,12.28,17.22,8.58,3.68,0.49,9.84
South Dakota,Sioux Falls,2024-11-15,39,12.52,16.38,8.82,3.52,0.5,10.06
South Dakota,Sioux Falls,2024-12-15,37,10.36,15.54,6.66,3.36,0.44,10.28
Tennessee,Nashville,2024-01-15,70,20.4,30.5,13.2,6.4,0.87,17.5
Tennessee,Nashville,2024-02-15,68,20.64,29.66,13.44,6.24,0.82,17.72
Tennessee,Nashville,2024-03-15,72,20.16,31.34,14.76,6.56,0.89,19.38
Tennessee,Nashville,2024-04-15,74,21.52,32.18,13.32,6.72,0.89,20.56
Tennessee,Nashville,2024-05-15,76,22.88,33.02,14.28,6.88,0.94,18.24
Tennessee,Nashville,2024-06-15,79,22.12,34.28,15.42,7.12,0.95,19.66
Tennessee,Nashville,2024-07-15,81,23.48,35.12,16.38,7.28,1.0,20.84
Tennessee,Nashville,2024-08-15,78,23.44,33.86,14.04,7.04,0.94,20.82
Tennessee,Nashville,2024-09-15,73,20.44,31.76,13.74,6.64,0.91,20.32
Tennessee,Nashville,2024-10-15,71,20.68,30.92,13.98,6.48,0.85,17.04
Tennessee,Nashville,2024-11-15,69,20.92,30.08,14.22,6.32,0.86,17.26
Tennessee,Nashville,2024-12-15,67,18.76,29.24,12.06,6.16,0.8,17.48
Texas,Houston,2024-01-15,92,26.56,40.84,17.16,7.36,1.13,22.78
Texas,Houston,2024-02-15,90,26.8,40.0,17.4,7.2,1.08,23.0
Texas,Houston,2024-03-15,94,26.32,41.68,18.72,7.52,1.16,24.66
Texas,Houston,2024-04-15,96,27.68,42.52,17.28,7.68,1.15,25.84
Texas,Houston,2024-05-15,98,29.04,43.36,18.24,7.84,1.21,23.52
Texas,Houston,2024-06-15,101,28.28,44.62,19.38,8.08,1.21,24.94
Texas,Houston,2024-07-15,103,29.64,45.46,20.34,8.24,1.27,26.12
Texas,Houston,2024-08-15,100,29.6,44.2,18.0,8.0,1.2,26.1
Texas,Houston,2024-09-15,95,26.6,42.1,17.7,7.6,1.17,25.6
Texas,Houston,2024-10-15,93,26.84,41.26,17.94,7.44,1.12,22.32
Texas,Houston,2024-11-15,91,27.08,40.42,18.18,7.28,1.12,22.54
Texas,Houston,2024-12-15,89,24.92,39.58,16.02,7.12,1.07,22.76
Utah,Salt Lake City,2024-01-15,69,20.12,32.28,13.02,5.92,0.86,17.26
Utah,Salt Lake City,2024-02-15,67,20.36,31.44,13.26,5.76,0.8,17.48
Utah,Salt Lake City,2024-03-15,71,19.88,33.12,14.58,6.08,0.88,19.14
Utah,Salt Lake City,2024-04-15,73,21.24,33.96,13.14,6.24,0.88,20.32
Utah,Salt Lake City,2024-05-15,75,22.6,34.8,14.1,6.4,0.93,18.0
Utah,Salt Lake City,2024-06-15,78,21.84,36.06,15.24,6.64,0.94,19.42
Utah,Salt Lake City,2024-07-15,80,23.2,36.9,16.2,6.8,0.99,20.6
Utah,Salt Lake City,2024-08-15,77,23.16,35.64,13.86,6.56,0.92,20.58
Utah,Salt Lake City,2024-09-15,72,20.16,33.54,13.56,6.16,0.89,20.08
Utah,Salt Lake City,2024-10-15,70,20.4,32.7,13.8,6.0,0.84,16.8
Utah,Salt Lake City,2024-11-15,68,20.64,31.86,14.04,5.84,0.85,17.02
Utah,Salt Lake City,2024-12-15,66,18.48,31.02,11.88,5.68,0.79,17.24
Vermont,Burlington,2024-01-15,34,10.32,14.28,6.72,3.52,0.44,8.86
Vermont,Burlington,2024-02-15,32,10.56,13.44,6.96,3.36,0.38,9.08
Vermont,Burlington,2024-03-15,36,10.08,15.12,8.28,3.68,0.46,10.74
Vermont,Burlington,2024-04-15,38,11.44,15.96,6.84,3.84,0.46,11.92
Vermont,Burlington,2024-05-15,40,12.8,16.8,7.8,4.0,0.51,9.6
Vermont,Burlington,2024-06-15,43,12.04,18.06,8.94,4.24,0.52,11.02
Vermont,Burlington,2024-07-15,45,13.4,18.9,9.9,4.4,0.57,12.2
Vermont,Burlington,2024-08-15,42,13.36,17.64,7.56,4.16,0.5,12.18
Vermont,Burlington,2024-09-15,37,10.36,15.54,7.26,3.76,0.47,11.68
Vermont,Burlington,2024-10-15,35,10.6,14.7,7.5,3.6,0.42,8.4
Vermont,Burlington,2024-11-15,33,10.84,13.86,7.74,3.44,0.43,8.62
Vermont,Burlington,2024-12-15,31,8.68,13.02,5.58,3.28,0.37,8.84
Virginia,Richmond,2024-01-15,59,17.32,25.88,11.22,4.72,0.74,14.86
Virginia,Richmond,2024-02-15,57,17.56,25.04,11.46,4.56,0.68,15.08
Virginia,Richmond,2024-03-15,61,17.08,26.72,12.78,4.88,0.76,16.74
Virginia,Richmond,2024-04-15,63,18.44,27.56,11.34,5.04,0.76,17.92
Virginia,Richmond,2024-05-15,65,19.8,28.4,12.3,5.2,0.81,15.6
Virginia,Richmond,2024-06-15,68,19.04,29.66,13.44,5.44,0.82,17.02
Virginia,Richmond,2024-07-15,70,20.4,30.5,14.4,5.6,0.87,18.2
Virginia,Richmond,2024-08-15,67,20.36,29.24,12.06,5.36,0.8,18.18
Virginia,Richmond,2024-09-15,62,17.36,27.14,11.76,4.96,0.77,17.68
Virginia,Richmond,2024-10-15,60,17.6,26.3,12.0,4.8,0.72,14.4
Virginia,Richmond,2024-11-15,58,17.84,25.46,12.24,4.64,0.73,14.62
Virginia,Richmond,2024-12-15,56,15.68,24.62,10.08,4.48,0.67,14.84
Washington,Seattle,2024-01-15,43,12.84,20.26,8.34,3.84,0.55,11.02
Washington,Seattle,2024-02-15,41,13.08,19.42,8.58,3.68,0.49,11.24
Washington,Seattle,2024-03-15,45,12.6,21.1,9.9,4.0,0.57,12.9
Washington,Seattle,2024-04-15,47,13.96,21.94,8.46,4.16,0.56,14.08
Washington,Seattle,2024-05-15,49,15.32,22.78,9.42,4.32,0.62,11.76
Washington,Seattle,2024-06-15,52,14.56,24.04,10.56,4.56,0.62,13.18
Washington,Seattle,2024-07-15,54,15.92,24.88,11.52,4.72,0.68,14.36
Washington,Seattle,2024-08-15,51,15.88,23.62,9.18,4.48,0.61,14.34
Washington,Seattle,2024-09-15,46,12.88,21.52,8.88,4.08,0.58,13.84
Washington,Seattle,2024-10-15,44,13.12,20.68,9.12,3.92,0.53,10.56
Washington,Seattle,2024-11-15,42,13.36,19.84,9.36,3.76,0.53,10.78
Washington,Seattle,2024-12-15,40,11.2,19.0,7.2,3.6,0.48,11.0
West Virginia,Charleston,2024-01-15,66,19.28,31.02,12.48,6.08,0.82,16.54
West Virginia,Charleston,2024-02-15,64,19.52,30.18,12.72,5.92,0.77,16.76
West Virginia,Charleston,2024-03-15,68,19.04,31.86,14.04,6.24,0.85,18.42
West Virginia,Charleston,2024-04-15,70,20.4,32.7,12.6,6.4,0.84,19.6
West Virginia,Charleston,2024-05-15,72,21.76,33.54,13.56,6.56,0.89,17.28
West Virginia,Charleston,2024-06-15,75,21.0,34.8,14.7,6.8,0.9,18.7
West Virginia,Charleston,2024-07-15,77,22.36,35.64,15.66,6.96,0.95,19.88
West Virginia,Charleston,2024-08-15,74,22.32,34.38,13.32,6.72,0.89,19.86
West Virginia,Charleston,2024-09-15,69,19.32,32.28,13.02,6.32,0.86,19.36
West Virginia,Charleston,2024-10-15,67,19.56,31.44,13.26,6.16,0.8,16.08
West Virginia,Charleston,2024-11-15,65,19.8,30.6,13.5,6.0,0.81,16.3
West Virginia,Charleston,2024-12-15,63,17.64,29.76,11.34,5.84,0.76,16.52
Wisconsin,Milwaukee,2024-01-15,56,16.48,23.52,10.68,4.48,0.7,14.14
Wisconsin,Milwaukee,2024-02-15,54,16.72,22.68,10.92,4.32,0.65,14.36
Wisconsin,Milwaukee,2024-03-15,58,16.24,24.36,12.24,4.64,0.73,16.02
Wisconsin,Milwaukee,2024-04-15,60,17.6,25.2,10.8,4.8,0.72,17.2
Wisconsin,Milwaukee,2024-05-15,62,18.96,26.04,11.76,4.96,0.77,14.88
Wisconsin,Milwaukee,2024-06-15,65,18.2,27.3,12.9,5.2,0.78,16.3
Wisconsin,Milwaukee,2024-07-15,67,19.56,28.14,13.86,5.36,0.83,17.48
Wisconsin,Milwaukee,2024-08-15,64,19.52,26.88,11.52,5.12,0.77,17.46
Wisconsin,Milwaukee,2024-09-15,59,16.52,24.78,11.22,4.72,0.74,16.96
Wisconsin,Milwaukee,2024-10-15,57,16.76,23.94,11.46,4.56,0.68,13.68
Wisconsin,Milwaukee,2024-11-15,55,17.0,23.1,11.7,4.4,0.69,13.9
Wisconsin,Milwaukee,2024-12-15,53,14.84,22.26,9.54,4.24,0.64,14.12
Wyoming,Cheyenne,2024-01-15,39,11.72,17.48,7.62,3.52,0.5,10.06
Wyoming,Cheyenne,2024-02-15,37,11.96,16.64,7.86,3.36,0.44,10.28
Wyoming,Cheyenne,2024-03-15,41,11.48,18.32,9.18,3.68,0.52,11.94
Wyoming,Cheyenne,2024-04-15,43,12.84,19.16,7.74,3.84,0.52,13.12
Wyoming,Cheyenne,2024-05-15,45,14.2,20.0,8.7,4.0,0.57,10.8
Wyoming,Cheyenne,2024-06-15,48,13.44,21.26,9.84,4.24,0.58,12.22
Wyoming,Cheyenne,2024-07-15,50,14.8,22.1,10.8,4.4,0.63,13.4
Wyoming,Cheyenne,2024-08-15,47,14.76,20.84,8.46,4.16,0.56,13.38
Wyoming,Cheyenne,2024-09-15,42,11.76,18.74,8.16,3.76,0.53,12.88
Wyoming,Cheyenne,2024-10-15,40,12.0,17.9,8.4,3.6,0.48,9.6
Wyoming,Cheyenne,2024-11-15,38,12.24,17.06,8.64,3.44,0.49,9.82
Wyoming,Cheyenne,2024-12-15,36,10.08,16.22,6.48,3.28,0.43,10.04
